POP,EDUCATION,HOUSES,INCOME,XCOORD,YCOORD,ln(VOTES/POP)
10.782409,9.817493,9.839056,12.8460245,-87295540.0,33807130.0,-0.7466655373573303
9.2987175,8.335192,8.411833,11.251652,-88202750.0,31402696.0,-0.5001118183135986
9.125218,8.055475,8.052933,10.886913,-87308890.0,31990904.0,-0.23494528234004974
9.638154,8.622093,8.711443,11.648968,-87373480.0,34154536.0,-0.597890317440033
10.268339,9.303922,9.02184,12.066448,-109488456.0,35383620.0,-1.0002014636993408
10.977859,10.407017,9.86563,13.105555,-109736960.0,31890820.0,-0.9590352177619934
10.824726,10.151011,9.5003195,12.953637,-111768160.0,35835572.0,-0.6512495279312134
10.138915,9.500395,9.20251,12.22758,-110818150.0,33797290.0,-0.6359800100326538
9.593355,8.872767,8.4908495,11.568275,-109891340.0,32936516.0,-0.6110454797744751
8.865029,8.29355,7.365813,11.223949,-109232990.0,33185080.0,-0.6270209550857544
13.897255,13.401327,12.8322115,16.2705,-112490920.0,33342656.0,-0.8015760779380798
10.628618,10.128709,9.6960945,12.828762,-113753336.0,35708230.0,-0.722433865070343
10.577121,9.832958,9.484557,12.62253,-110319660.0,35387550.0,-0.8431172966957092
12.871114,12.353302,11.767226,15.1500435,-111814824.0,32103960.0,-0.7319448590278625
11.017301,10.222051,9.904387,13.08787,-111346900.0,32909084.0,-0.962895929813385
9.475547,8.681011,8.260493,11.621242,-110836470.0,31523864.0,-0.8925657868385315
10.852168,10.423115,9.88812,12.993473,-112554040.0,34595236.0,-0.577323853969574
11.032208,10.322691,9.9299345,12.995932,-113897220.0,32764760.0,-1.0730499029159546
9.756089,8.871786,8.676758,11.89379,-91376344.0,34288870.0,-0.770768940448761
9.7913265,8.972337,8.85723,11.8355665,-91772264.0,33190784.0,-0.714745819568634
9.972407,9.324651,9.155673,11.96242,-92339840.0,36286224.0,-0.34684932231903076
10.946728,10.30166,9.98838,13.074227,-94257840.0,36337988.0,-0.6566184759140015
9.853877,9.183894,8.941153,11.8611,-93092830.0,36313590.0,-0.4539085626602173
9.19928,8.281471,8.263591,11.05062,-92168370.0,33463242.0,-0.7043318152427673
8.385716,7.4413204,7.458186,10.161148,-92497144.0,33554152.0,-0.6041608452796936
9.407469,8.723394,8.547528,11.348887,-93541960.0,36337150.0,-0.4548630714416504
9.352274,8.280711,8.338305,11.195348,-91297700.0,33266340.0,-0.6908071637153625
9.770756,8.8862705,8.645059,11.770401,-93176504.0,34053830.0,-0.648918867111206
9.618336,8.513787,8.683893,11.501186,-90421470.0,36376360.0,-0.7186048030853271
9.436997,8.604837,8.569786,11.363474,-92028990.0,35542424.0,-0.406382292509079
8.617039,7.684784,7.7310534,10.546025,-92187910.0,33894440.0,-0.5915221571922302
9.861937,9.006877,8.834337,11.899785,-93226530.0,33215092.0,-0.6549012064933777
9.511038,8.667164,8.563695,11.5059,-92695060.0,35263496.0,-0.3852749764919281
10.732105,9.856973,9.623244,12.819238,-90631880.0,35828124.0,-0.7583452463150024
10.136502,9.322061,9.183072,12.157848,-94246370.0,35579452.0,-0.6715971827507019
10.360121,9.376533,9.154828,12.407477,-90314060.0,35212640.0,-0.8260318040847778
9.503383,8.483016,8.430327,11.565887,-90771430.0,35300012.0,-0.7250571250915527
8.913416,8.105308,7.987864,10.973821,-92657030.0,33966852.0,-0.49295371770858765
9.467538,8.498825,8.379998,11.513375,-91259304.0,33831260.0,-0.7618749737739563
9.4362,8.538955,8.418257,11.457614,-91716904.0,33589684.0,-0.7064796686172485
10.417837,9.625756,9.325453,12.458674,-92335290.0,35147170.0,-0.6725834012031555
9.25177,8.41516,8.297792,11.140092,-93891930.0,35512250.0,-0.4836626350879669
8.902047,8.059592,8.051023,10.659915,-91818910.0,36383110.0,-0.5457273721694946
10.881795,10.229512,9.866357,13.013365,-93153960.0,34573320.0,-0.5823203325271606
9.11603,8.326275,8.208491,11.2092085,-92423420.0,34287456.0,-0.5451061725616455
9.995383,9.023408,9.007979,11.971085,-90562264.0,36119052.0,-0.7042922973632812
9.720946,8.990441,8.76655,11.698741,-93664960.0,33731300.0,-0.6581779718399048
9.855925,9.082621,8.941284,11.894862,-92945110.0,34320144.0,-0.5670498609542847
9.159994,8.274357,8.1997385,11.171336,-93989510.0,34089828.0,-0.6300820112228394
9.976877,9.11504,9.011889,11.941514,-91566216.0,35744100.0,-0.6599273085594177
9.023167,8.25062,8.167636,10.849608,-91911010.0,36094610.0,-0.4564220905303955
9.631285,8.5842905,8.5781,11.630655,-91213910.0,35600256.0,-0.6340141296386719
11.041913,10.2726,9.93518,13.115887,-91929080.0,34269210.0,-0.7314285039901733
9.441134,8.536604,8.48405,11.401044,-93461170.0,35569016.0,-0.5005053877830505
8.850374,7.8135915,7.9080195,10.704345,-93610590.0,33235524.0,-0.6139537692070007
9.496872,8.4362,8.567316,11.352405,-91114980.0,36043050.0,-0.6485061049461365
9.194109,7.874739,8.040769,10.888614,-90780320.0,34779636.0,-0.7020288705825806
9.163773,8.085486,7.9738445,10.925488,-91733940.0,33953220.0,-0.9082040786743164
9.145268,8.323366,8.230577,11.287868,-94235640.0,33700236.0,-0.6232866644859314
9.557753,8.641179,8.634087,11.437588,-93712620.0,35215110.0,-0.4624863862991333
10.049404,9.247251,9.055323,12.141912,-91853010.0,34740316.0,-0.6919379830360413
9.004177,8.1277,8.117611,10.816272,-93723070.0,36012240.0,-0.33254730701446533
9.026898,8.340694,8.19864,10.932928,-92679920.0,36262960.0,-0.4409254789352417
10.166621,9.395989,9.163354,12.230736,-93880560.0,33311498.0,-0.7000115513801575
10.582941,9.599812,9.280239,12.560757,-90054470.0,35764080.0,-0.876868724822998
9.154087,8.067776,8.014005,11.00727,-91203060.0,34680280.0,-0.6716927289962769
8.663369,7.785305,7.772753,10.472856,-93660190.0,34545970.0,-0.47135239839553833
8.964824,8.077137,8.033334,10.919063,-93302880.0,33666724.0,-0.5664137601852417
8.593969,7.6520705,7.7106533,10.224302,-93223090.0,35917736.0,-0.2917032241821289
9.993693,9.181838,9.043459,12.001113,-92879260.0,33591136.0,-0.5838470458984375
8.522778,7.7106533,7.661998,10.455618,-92934056.0,34946972.0,-0.45625609159469604
10.003785,8.943245,8.715224,11.886164,-90852020.0,34425630.0,-0.6849492788314819
8.915835,8.026824,8.030084,10.889062,-93654744.0,34166364.0,-0.5978248119354248
9.832152,8.730529,8.699514,11.841437,-90663220.0,35577390.0,-0.7073701620101929
9.406319,8.57697,8.505526,11.397324,-94224000.0,34474770.0,-0.5781171917915344
10.232251,9.451638,9.19482,12.288505,-93035760.0,35446430.0,-0.6691439151763916
8.869961,7.8563194,7.8659554,10.813478,-91557250.0,34827610.0,-0.6025115251541138
12.390512,11.85054,11.260327,14.70319,-92310820.0,34770100.0,-0.7559273838996887
9.379408,8.3661375,8.439447,11.308272,-91028070.0,36342064.0,-0.6917969584465027
9.882672,8.8930235,8.677951,11.814199,-90747330.0,35021644.0,-0.6247807145118713
10.510342,9.833923,9.564091,12.739781,-92674590.0,34648424.0,-0.6293550133705139
8.8453455,7.84659,7.9529667,10.654007,-94063490.0,34858644.0,-0.4058973491191864
8.762959,7.752335,7.877776,10.413583,-92703260.0,35917530.0,-0.4241749346256256
11.127248,10.503395,10.070611,13.38535,-94275390.0,35199150.0,-0.6118507385253906
9.198672,8.408048,8.319717,11.199365,-94237700.0,33998508.0,-0.5867148041725159
9.299358,8.55987,8.448272,11.156208,-91481510.0,36153910.0,-0.5328079462051392
8.777247,7.7761154,7.8819375,10.503176,-92153496.0,35862904.0,-0.4894670844078064
10.454553,9.747652,9.485545,12.562039,-92594440.0,33170292.0,-0.7098849415779114
9.189628,8.429454,8.348775,11.062144,-92519040.0,35581188.0,-0.4425930678844452
11.220633,10.460214,10.07133,13.284637,-94214350.0,35985740.0,-0.7455726265907288
10.503477,9.544453,9.463741,12.417378,-91745790.0,35254810.0,-0.7442643046379089
8.936692,7.8176255,7.8359747,10.845582,-91241020.0,35187550.0,-0.705582857131958
9.419871,8.55314,8.441607,11.311323,-93406904.0,34997776.0,-0.5468239188194275
13.626663,13.151874,12.3288965,16.060108,-121913950.0,37653852.0,-0.6843433380126953
6.705639,6.265301,5.4722705,9.037534,-119804456.0,38579180.0,-0.5722410678863525
9.604812,9.197964,8.628555,11.812778,-120655260.0,38444420.0,-0.4280283451080322
11.613657,11.042729,10.500317,13.779835,-121596060.0,39662376.0,-0.5160654783248901
9.656883,9.269081,8.695842,11.905765,-120551790.0,38207544.0,-0.4194144010543823
9.111956,8.510974,7.985144,11.441623,-122235120.0,39176480.0,-0.5957627892494202
13.071851,12.69804,12.012852,15.678944,-121948700.0,37933350.0,-0.5027161836624146
9.472936,8.896315,8.422223,11.648592,-123956960.0,41737320.0,-0.6211287975311279
11.060856,10.695122,9.994105,13.435348,-120527580.0,38775490.0,-0.5571867227554321
12.797091,12.12343,11.563067,15.092371,-119647940.0,36753990.0,-0.8055359125137329
9.617404,8.985195,8.563504,11.845827,-122391740.0,39594776.0,-0.5919486880302429
11.304314,10.797737,10.132534,13.524807,-123911970.0,40700416.0,-0.5106326341629028
11.000048,10.104999,9.740557,13.184277,-115352920.0,33038512.0,-1.0205718278884888
9.493412,9.063695,8.4546795,11.736325,-117483180.0,36589330.0,-0.5028457045555115
12.537633,11.848819,11.35792,14.851393,-118724910.0,35338496.0,-0.8248652219772339
10.805314,10.025749,9.531409,12.973517,-119814770.0,36072640.0,-0.9520152807235718
10.252418,9.744433,9.3384695,12.340669,-122762030.0,39090856.0,-0.532011866569519
9.658673,9.127176,8.543835,11.840501,-120577600.0,40652340.0,-0.647027850151062
15.510431,14.945125,14.095713,17.94399,-118261980.0,34184668.0,-0.8028470277786255
10.66179,9.982807,9.547384,12.902916,-119765140.0,37219684.0,-0.7693636417388916
12.058286,11.810286,10.881739,14.825294,-122743464.0,38035300.0,-0.46371588110923767
9.049937,8.581106,7.9522634,11.21394,-119909600.0,37578190.0,-0.4179874360561371
10.777267,10.3620825,9.686326,13.026775,-123431624.0,39431150.0,-0.5293394327163696
11.41507,10.669397,10.154635,13.645041,-120711130.0,37189464.0,-0.8965049982070923
8.725994,8.284757,7.7266536,10.94212,-120718550.0,41595360.0,-0.43194472789764404
8.783243,8.3891325,7.4650826,11.207433,-118873970.0,37910550.0,-0.645554780960083
12.245894,11.648714,10.835533,14.593402,-121310620.0,36239310.0,-0.8746013641357422
11.225456,10.770231,10.081383,13.630254,-122323150.0,38502830.0,-0.5327166318893433
10.561732,10.246758,9.612467,12.864916,-120766230.0,39304004.0,-0.38589245080947876
14.157056,13.719908,12.93627,16.732862,-117777400.0,33674970.0,-0.5897353887557983
11.3502655,10.931141,10.333873,13.77214,-120727660.0,39064980.0,-0.5020939707756042
9.446281,9.060679,8.39976,11.686038,-120834136.0,40010790.0,-0.43915969133377075
13.079084,12.532466,12.021055,15.416662,-115977300.0,33727916.0,-0.6771240830421448
13.258922,12.800807,12.106313,15.6445465,-121349030.0,38445370.0,-0.5762425065040588
9.724899,8.963673,8.434029,11.952669,-121084210.0,36611964.0,-0.7887323498725891
13.345393,12.789645,12.259599,15.663282,-116191350.0,34828252.0,-0.7684056162834167
14.142029,13.6377325,12.8192215,16.511509,-116771870.0,33020560.0,-0.6593841910362244
13.2399025,12.778599,11.520755,15.654582,-122554780.0,37793250.0,-0.7947030663490295
12.414078,11.747389,11.227175,14.706258,-121270600.0,37932560.0,-0.7453206181526184
11.707957,11.171449,10.4631605,13.906727,-120445530.0,35381636.0,-0.5584871172904968
13.013695,12.641863,11.808137,15.650401,-122356470.0,37436570.0,-0.6309963464736938
12.328945,11.846745,10.965902,14.735407,-120025950.0,34536644.0,-0.5614160299301147
13.750335,13.303272,12.5192795,16.327261,-121686310.0,37232600.0,-0.6750569939613342
11.870306,11.417109,10.661556,14.248715,-122007230.0,37025900.0,-0.5104852318763733
11.320263,10.870452,10.273567,13.573602,-122038136.0,40760010.0,-0.5535054206848145
7.7506146,7.3783836,6.7262335,9.993328,-120499150.0,39590740.0,-0.30169862508773804
10.266219,9.839482,9.252633,12.467086,-122533064.0,41589210.0,-0.5407822728157043
12.005156,11.523836,10.836655,14.37063,-121938344.0,38267400.0,-0.7069588303565979
12.307193,11.890121,11.194482,14.700731,-122928696.0,38512470.0,-0.5632750391960144
12.136915,11.457814,10.986901,14.450125,-120993750.0,37562400.0,-0.7961315512657166
10.514963,9.925298,9.346269,12.824941,-121689130.0,39039976.0,-0.6863612532615662
10.2411375,9.723404,9.250523,12.382778,-122233450.0,40129252.0,-0.5953204035758972
9.046409,8.634976,8.044947,11.220512,-123118230.0,40657296.0,-0.42557644844055176
12.017119,11.228013,10.84195,14.210094,-118796610.0,36227816.0,-0.8488553762435913
10.143016,9.733173,9.11603,12.3407955,-119944920.0,38018664.0,-0.4587423503398895
12.80537,12.327338,11.635098,15.260387,-119146220.0,34356250.0,-0.6471760272979736
11.355382,10.717546,10.01297,13.623166,-121882610.0,38701200.0,-0.5418233871459961
10.446829,9.756842,9.161571,12.5262375,-121352616.0,39270692.0,-0.8921188712120056
12.0293,11.474631,10.974283,14.395101,-104350310.0,39870590.0,-0.6791872978210449
9.021598,8.359135,7.86442,11.1151905,-105784850.0,37571630.0,-0.5394106507301331
12.231843,11.92844,11.2315035,14.911214,-104331550.0,39644336.0,-0.4722134470939636
7.8135915,7.3485875,6.8243737,9.920099,-107052350.0,37186710.0,-0.2639823853969574
8.255309,7.6251073,7.380879,10.3216715,-102556990.0,37320936.0,-0.3572691082954407
8.340933,7.712444,7.2477927,10.4500475,-103076660.0,37954864.0,-0.5873096585273743
11.8662615,11.436617,10.655563,14.305379,-105357300.0,40088470.0,-0.49180564284324646
9.159783,8.642415,8.166216,11.321631,-106175990.0,38737030.0,-0.5512883067131042
7.3277807,6.8490663,6.424869,9.408535,-102587600.0,38820224.0,-0.2057206630706787
8.571681,8.267449,7.5714736,11.136689,-105635860.0,39687704.0,-0.5092486143112183
8.49964,7.65112,7.5411525,10.150465,-106194110.0,37206084.0,-0.41878360509872437
7.64874,6.703188,6.669498,9.332646,-105427950.0,37276260.0,-0.2816627323627472
7.6975756,6.9865665,6.7776465,9.544596,-103785400.0,38327050.0,-0.4025189280509949
6.9884133,6.6080008,6.0137153,9.005282,-105360540.0,38092790.0,-0.07070757448673248
9.637111,9.118444,8.723231,11.671134,-107861180.0,38862220.0,-0.507220983505249
12.851834,12.351596,11.574011,15.253925,-104872660.0,39768036.0,-0.5993174910545349
7.037906,6.4216223,6.1484685,9.096275,-108521790.0,37754720.0,-0.3322668671607971
9.70729,9.461566,8.81863,12.486201,-104930456.0,39346424.0,-0.34887468814849854
9.251099,8.859079,7.997327,11.788342,-106703544.0,39624388.0,-0.5827303528785706
8.425955,8.033982,7.5315523,10.769305,-104128460.0,39282064.0,-0.3797256052494049
12.296407,11.831685,11.088889,14.592227,-104521090.0,38837900.0,-0.7443568110466003
9.955558,9.406154,8.930627,12.038938,-105437970.0,38476216.0,-0.5535234808921814
9.689799,9.263123,8.570544,12.063633,-107896930.0,39603250.0,-0.5493448972702026
7.4882936,7.231287,6.610696,9.869569,-105519520.0,39858816.0,-0.25339508056640625
8.593598,8.1953335,7.4599147,10.969336,-106118050.0,40101500.0,-0.43852362036705017
9.0623045,8.408494,7.59287,11.168574,-107013570.0,38668936.0,-0.551129162311554
5.7170277,5.4510384,4.59512,8.066208,-107279830.0,37821180.0,0.10008345544338226
8.422882,7.650645,7.457609,10.411028,-104958584.0,37686840.0,-0.40590476989746094
7.172425,6.7153835,6.0497336,9.456263,-106338980.0,40662440.0,-0.20734423398971558
12.467702,12.136165,11.447138,15.074008,-105246820.0,39587468.0,-0.46858590841293335
7.2889276,6.8373327,6.265301,9.432764,-102740740.0,38433600.0,-0.23361484706401825
8.574141,8.046869,7.6241307,10.719162,-102602450.0,39305340.0,-0.37083643674850464
8.696009,8.077447,7.6275444,11.131401,-106358090.0,39189932.0,-0.6813422441482544
9.911803,9.402778,8.795582,12.116028,-107846080.0,37285784.0,-0.5025296807289124
11.617213,11.119275,10.456338,13.922223,-105456330.0,40648764.0,-0.5485614538192749
9.2824745,8.604837,8.205492,11.240119,-104043300.0,37320188.0,-0.37202420830726624
8.153062,7.625595,7.2034054,10.296981,-103523256.0,38978730.0,-0.3819948732852936
9.553718,8.959569,8.50086,11.780507,-103105040.0,40729104.0,-0.5305502414703369
10.971589,10.466811,9.968947,13.278214,-108468150.0,39021884.0,-0.5698749423027039
6.3613024,6.0137153,5.4026775,8.650325,-106926880.0,37692656.0,-0.252054899930954
9.089641,8.576217,8.089789,11.562696,-108202450.0,40608316.0,-0.5875610113143921
9.31425,8.697179,8.381373,11.497293,-108595520.0,37335740.0,-0.6137356162071228
9.731096,9.213834,8.75684,11.953378,-108269070.0,38405804.0,-0.5409588813781738
9.659631,9.040975,8.571871,11.8829775,-103807280.0,40263384.0,-0.6315321326255798
9.6507225,8.962392,8.636397,11.657987,-103711150.0,37895624.0,-0.5681014657020569
7.2327332,6.8627577,6.2878585,9.475163,-107765790.0,38156772.0,-0.14182330667972565
8.2013855,7.886833,7.2744794,10.541069,-105713560.0,39116744.0,-0.28749924898147583
8.095599,7.5898414,7.1770186,10.265628,-102348560.0,40593812.0,-0.33172741532325745
9.045819,8.781095,7.7292957,11.731402,-106921370.0,39220670.0,-0.44852200150489807
9.0887375,8.469892,8.057694,11.2081375,-102395290.0,37955680.0,-0.5300186276435852
11.397302,10.792777,10.384647,13.641285,-104506380.0,38152996.0,-0.6513633728027344
8.361942,7.8597994,7.2605224,10.779623,-108199100.0,39975264.0,-0.48075971007347107
8.880586,8.226841,7.847372,10.955427,-106388010.0,37606496.0,-0.47142308950424194
9.196241,8.849227,8.056109,11.69742,-106987384.0,40484190.0,-0.38608017563819885
7.894691,7.1876574,6.8351846,9.7826185,-106298790.0,38079464.0,-0.22846892476081848
6.352629,5.9506426,5.236442,8.526945,-107667200.0,37770292.0,-0.0445309542119503
7.7561955,7.4324837,6.6025877,9.916206,-108426140.0,38013250.0,-0.2556658685207367
7.7676873,7.234177,6.795706,9.868482,-102352970.0,40877060.0,-0.3246088922023773
8.855378,8.500454,7.4442487,11.405619,-106107850.0,39618530.0,-0.47629836201667786
8.6292715,8.321665,7.7182407,10.944754,-105154216.0,38881040.0,-0.4112928807735443
8.251403,7.684784,7.3024964,10.326105,-103200800.0,39975530.0,-0.3101074993610382
11.374422,10.7220335,10.205183,13.5960655,-104403020.0,40544756.0,-0.7617660164833069
8.82129,8.256088,7.8663387,10.962752,-102422376.0,40000310.0,-0.3715192973613739
13.287316,12.811639,12.148438,15.9438305,-73371020.0,41225500.0,-0.47121214866638184
13.30127,12.75606,12.070144,15.7233305,-72734984.0,41807100.0,-0.4762880206108093
11.645059,11.148535,10.599281,14.064098,-73244580.0,41794784.0,-0.40192267298698425
11.464459,10.976765,10.368981,13.851631,-72523896.0,41435120.0,-0.40295955538749695
13.243488,12.667906,12.019158,15.572147,-72900344.0,41348970.0,-0.5134804248809814
12.06129,11.489299,10.855281,14.370576,-72104340.0,41467300.0,-0.5640058517456055
11.346304,10.789154,10.147649,13.666849,-72332950.0,41853000.0,-0.5196295380592346
11.090752,10.366781,9.935035,13.292035,-71988490.0,41834216.0,-0.5087483525276184
11.128292,10.459927,10.002563,13.307498,-75503070.0,39097090.0,-0.823414146900177
12.573368,12.028219,11.4478,14.982278,-75638050.0,39580570.0,-0.537858784198761
11.169139,10.442667,10.214458,13.327263,-75341816.0,38683270.0,-0.6401404738426208
11.660578,10.955322,10.311283,13.734781,-82358340.0,29676032.0,-0.8140603303909302
9.236495,8.334472,8.104704,11.188178,-82273810.0,30323792.0,-0.7241137027740479
11.146042,10.515994,10.071076,13.276478,-85632424.0,30236006.0,-0.6955602765083313
9.572202,8.77292,8.490027,11.475961,-82168180.0,29949504.0,-0.8329856991767883
12.230399,11.763279,11.195704,14.5250225,-80701040.0,28299334.0,-0.5721967220306396
13.597318,13.112552,12.610558,15.987804,-80452900.0,26146138.0,-0.6720374226570129
8.770749,7.8567066,7.8489337,10.686818,-85197410.0,30410180.0,-0.50612872838974
10.803751,10.322757,9.980911,12.997249,-81954070.0,26898308.0,-0.4396785497665405
10.698627,10.018065,9.891972,12.710559,-82516376.0,28849240.0,-0.5950599312782288
10.699259,10.230054,9.712085,13.021433,-81857940.0,29976760.0,-0.6083794236183167
11.098954,10.620229,10.092909,13.605025,-81400690.0,26082940.0,-0.6762861013412476
10.097614,9.369223,9.100861,12.215256,-82625020.0,30225176.0,-0.7347244024276733
14.027216,13.41662,12.714477,16.345406,-80502130.0,25606400.0,-0.8562607169151306
9.537051,8.669914,8.452974,11.446134,-81806150.0,27190624.0,-0.7911297082901001
8.613231,7.7454357,7.653495,10.501004,-83193640.0,29585858.0,-0.5507975816726685
12.918225,12.299035,11.776643,15.1753025,-81648510.0,30334150.0,-0.7346797585487366
12.021861,11.389242,10.929619,14.183999,-87332600.0,30607280.0,-0.6304370164871216
9.0394335,8.5752735,8.092239,11.232126,-81296930.0,29469980.0,-0.4089115560054779
8.577159,7.5918617,7.673223,10.4814205,-84816740.0,29801578.0,-0.4509362578392029
10.225281,9.275379,9.105424,12.066029,-84612370.0,30581582.0,-0.814042866230011
8.294049,7.5427437,7.4413204,10.229368,-82802700.0,29734196.0,-0.3591780662536621
8.365672,7.6004024,7.4048877,10.227489,-81186190.0,26954364.0,-0.5870422124862671
8.905173,8.195609,7.9710855,10.869805,-85242230.0,29900148.0,-0.4028904139995575
8.649448,7.7579064,7.7079616,10.548232,-82948910.0,30491676.0,-0.5538500547409058
9.463042,8.477412,8.458716,11.556282,-81809280.0,27493624.0,-0.8815610408782959
9.400795,8.535623,8.306225,11.577973,-81173160.0,26553696.0,-0.80405193567276
10.464502,9.849717,9.616805,12.474274,-82468230.0,28553016.0,-0.4642511308193207
10.52051,9.838256,9.568644,12.554773,-81342584.0,27340556.0,-0.6552949547767639
13.062465,12.440828,11.977313,15.279574,-82346100.0,27906324.0,-0.8301689624786377
9.24619,8.261785,8.367533,11.153418,-85812340.0,30867450.0,-0.5240986943244934
10.739847,10.192194,9.774631,13.076801,-80578970.0,27697840.0,-0.6246007084846497
10.22452,9.349754,9.220884,12.116842,-85212770.0,30797108.0,-0.6648614406585693
